"","BIN","Borough","House","Street.Name","Job.Type","Work.Type","Permit.Status","Filing.Date","Expiration.Date","Job.Start.Date","Lat","Long"
"2080",4436311,"QUEENS","81-03","HAMMELS BLVD","A2","OT","ISSUED","04/05/2023","05/01/2024",2020-02-28,40.589896,-73.807556
"2081",4436311,"QUEENS","81-03","HAMMELS BLVD","A2","MH","ISSUED","04/05/2023","05/01/2024",2020-02-28,40.589896,-73.807556
"2082",4436311,"QUEENS","81-03","HAMMELS BLVD","A2","OT","ISSUED","04/05/2023","05/01/2024",2020-02-28,40.589896,-73.807556
"2083",4436311,"QUEENS","81-03","HAMMELS BLVD","A2","MH","ISSUED","04/05/2023","05/01/2024",2020-03-03,40.589896,-73.807556
"2084",4436311,"QUEENS","81-03","HAMMELS BLVD","A2","OT","ISSUED","04/05/2023","05/01/2024",2020-02-28,40.589896,-73.807556
"2085",1083025,"MANHATTAN","125","WEST END AVENUE","A2","OT","ISSUED","04/06/2023","04/20/2024",2021-03-12,40.775674,-73.987504
"2086",3332217,"BROOKLYN","92","CENTRE MALL","A2","MH","ISSUED","04/06/2023","04/01/2024",2021-08-19,40.674833,-74.003558
"2087",3332224,"BROOKLYN","748","HENRY STREET","A2","MH","ISSUED","04/06/2023","04/01/2024",2021-02-26,40.675409,-74.003612
"2088",3332221,"BROOKLYN","465","COLUMBIA STREET","A2","MH","ISSUED","04/06/2023","04/01/2024",2021-08-02,40.676375,-74.006861
"2089",1036505,"MANHATTAN","425","PARK AVENUE","A2","OT","ISSUED","04/06/2023","04/20/2024",2021-02-25,40.760512,-73.971541
"2090",1036505,"MANHATTAN","425","PARK AVENUE","A2","OT","ISSUED","04/06/2023","04/20/2024",2021-02-03,40.760512,-73.971541
"2091",3332217,"BROOKLYN","92","CENTRE MALL","A2","MH","ISSUED","04/06/2023","04/01/2024",2020-06-29,40.674833,-74.003558
"2092",3332224,"BROOKLYN","748","HENRY STREET","A2","MH","ISSUED","04/06/2023","04/01/2024",2020-06-26,40.675409,-74.003612
"2093",3398454,"BROOKLYN","8","GRAND AVENUE","A1","PL","ISSUED","04/06/2023","04/05/2024",2022-11-02,40.697354,-73.964813
"2094",3144156,"BROOKLYN","333","65TH STREET","A2","MH","ISSUED","04/06/2023","09/13/2023",2023-04-06,40.638827,-74.022721
"2095",1079647,"MANHATTAN","83","CANAL STREET","A1","","ISSUED","04/06/2023","03/21/2024",2020-06-17,40.71529,-73.99315
"2096",1076225,"MANHATTAN","25","CPW","A2","OT","ISSUED","03/18/2022","03/20/2024",2020-07-20,40.770148,-73.9804
"2097",2052147,"BRONX","2560","HERING AVENUE","A2","OT","ISSUED","06/23/2023","11/22/2023",2023-06-23,40.863847,-73.853868
"2098",1090748,"MANHATTAN","34","EAST 51ST STREET","A2","OT","ISSUED","04/07/2023","04/20/2024",2022-04-27,40.758303,-73.974722
"2099",4070070,"QUEENS","84-10","PENELOPE AVENUE","A2","OT","ISSUED","04/07/2023","04/21/2023",2023-04-07,40.721796,-73.869512
"2100",4623369,"QUEENS","25-81","31ST STREET","DM","","ISSUED","04/07/2023","05/01/2023",2023-04-07,40.769624,-73.918571
"2101",4623369,"QUEENS","25-81","31ST STREET","DM","EQ","ISSUED","04/07/2023","04/06/2024",2023-04-07,40.769624,-73.918571
"2102",1091010,"MANHATTAN","270","PARK AVENUE","A2","EQ","ISSUED","03/19/2020","06/09/2021",2020-06-09,40.755641,-73.975109
"2103",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","ISSUED","06/09/2020","01/31/2021",2020-06-09,40.755641,-73.975109
"2104",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","RE-ISSUED","08/27/2020","07/01/2021",2020-09-04,40.755641,-73.975109
"2105",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","RE-ISSUED","08/27/2020","07/01/2021",2020-09-04,40.755641,-73.975109
"2106",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","RE-ISSUED","08/27/2020","07/01/2021",2020-09-04,40.755641,-73.975109
"2107",1091010,"MANHATTAN","270","PARK AVENUE","A2","EQ","ISSUED","06/18/2021","06/18/2022",2020-06-09,40.755641,-73.975109
"2108",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","ISSUED","07/01/2021","07/01/2022",2020-09-04,40.755641,-73.975109
"2109",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","ISSUED","07/01/2021","07/01/2022",2020-09-04,40.755641,-73.975109
"2110",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","ISSUED","07/01/2021","07/01/2022",2020-09-04,40.755641,-73.975109
"2111",1091010,"MANHATTAN","270","PARK AVENUE","NB","","ISSUED","10/01/2021","10/01/2022",2021-09-08,40.755641,-73.975109
"2112",1091010,"MANHATTAN","270","PARK AVENUE","NB","PL","ISSUED","11/30/2021","11/30/2022",2021-11-30,40.755641,-73.975109
"2113",1091010,"MANHATTAN","270","PARK AVENUE","NB","","ISSUED","05/03/2022","10/01/2022",2021-09-08,40.755641,-73.975109
"2114",1091010,"MANHATTAN","270","PARK AVENUE","A2","EQ","ISSUED","06/15/2022","06/15/2023",2020-06-09,40.755641,-73.975109
"2115",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","ISSUED","06/15/2022","07/01/2022",2020-06-09,40.755641,-73.975109
"2116",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","ISSUED","06/28/2022","06/28/2023",2020-06-09,40.755641,-73.975109
"2117",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","RE-ISSUED","06/30/2022","06/30/2023",2022-06-30,40.755641,-73.975109
"2118",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","RE-ISSUED","06/30/2022","06/30/2023",2022-06-30,40.755641,-73.975109
"2119",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","RE-ISSUED","06/30/2022","06/30/2023",2022-06-30,40.755641,-73.975109
"2120",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","RE-ISSUED","06/30/2022","06/30/2023",2022-06-30,40.755641,-73.975109
"2121",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","RE-ISSUED","06/30/2022","06/30/2023",2022-06-30,40.755641,-73.975109
"2122",1091010,"MANHATTAN","270","PARK AVENUE","A2","OT","RE-ISSUED","06/30/2022","06/30/2023",2022-06-30,40.755641,-73.975109
"2123",1091010,"MANHATTAN","270","PARK AVENUE","NB","","ISSUED","09/19/2022","09/19/2023",2021-09-08,40.755641,-73.975109
"2124",1091010,"MANHATTAN","270","PARK AVENUE","NB","PL","ISSUED","10/25/2022","10/25/2023",2021-11-30,40.755641,-73.975109
"2125",1058188,"MANHATTAN","170","WEST 133 STREET","A1","","ISSUED","04/06/2023","12/31/2023",2023-04-07,40.813744,-73.944041
"2126",2077589,"BRONX","2923","SCHURZ AVENUE","A2","OT","ISSUED","04/09/2023","04/01/2024",2022-10-07,40.814728,-73.813922
"2127",3429084,"BROOKLYN","624","METROPOLITAN AVENUE","NB","","ISSUED","06/23/2023","04/09/2024",2022-06-01,40.714156,-73.948301
"2128",4431248,"QUEENS","24-36","93RD STREET","A2","OT","ISSUED","04/23/2021","04/23/2022",2020-07-01,40.765206,-73.876708
"2129",1083026,"MANHATTAN","2","PENN PLAZA","A2","EQ","ISSUED","04/10/2023","04/09/2024",2021-03-23,40.750017,-73.991345
"2130",4139936,"QUEENS","63-28","138TH ST","A2","OT","ISSUED","04/10/2023","10/01/2023",2023-04-10,40.739607,-73.828299
"2131",4260828,"QUEENS","145-01","119 AVENUE","A2","OT","ISSUED","04/10/2023","01/15/2024",2021-11-29,40.678296,-73.79562
"2132",1022581,"MANHATTAN","1","TIMES SQUARE","A2","OT","ISSUED","04/10/2023","11/01/2023",2022-02-18,40.756628,-73.986287
"2133",1022581,"MANHATTAN","1","TIMES SQUARE","A2","OT","ISSUED","04/10/2023","11/01/2023",2022-05-16,40.756628,-73.986287
"2134",3429084,"BROOKLYN","624","METROPOLITAN AVENUE","NB","","ISSUED","04/10/2023","06/29/2023",2022-06-01,40.714156,-73.948301
"2135",1084612,"MANHATTAN","59","HENRY STREET","NB","PL","ISSUED","04/10/2023","04/09/2024",2022-03-31,40.71299,-73.994939
"2136",2065423,"BRONX","3324","EDSON AVENUE","A2","OT","ISSUED","12/21/2023","12/06/2024",2023-12-21,40.87759,-73.837753
"2137",4197654,"QUEENS","97-32","102ND STREET","A2","OT","ISSUED","04/11/2023","11/15/2023",2023-04-11,40.687163,-73.841473
"2138",4167927,"QUEENS","92-24","242ND STREET","A2","OT","ISSUED","04/11/2023","11/15/2023",2023-04-11,40.725708,-73.726319
"2139",4135975,"QUEENS","214-33","35TH AVENUE","A2","MH","ISSUED","04/11/2023","04/01/2024",2022-01-14,40.769536,-73.771148
"2140",3104931,"BROOKLYN","9219","AVENUE B","A2","OT","ISSUED","04/11/2023","04/01/2024",2021-09-10,40.650619,-73.914644
"2141",3426668,"BROOKLYN","960","EAST 23 STREET","A1","","ISSUED","12/21/2023","07/01/2024",2023-03-06,40.627053,-73.953708
"2142",2004303,"BRONX","610","EAST 169TH STREET","A2","OT","ISSUED","04/12/2023","05/01/2024",2020-01-29,40.831387,-73.90213
"2143",2004303,"BRONX","610","EAST 169TH STREET","A2","MH","ISSUED","04/12/2023","05/01/2024",2020-01-29,40.831387,-73.90213
"2144",5038005,"STATEN ISLAND","23","EVANS STREET","A2","OT","ISSUED","04/12/2023","10/01/2023",2023-04-14,40.587972,-74.149654
"2145",3428561,"BROOKLYN","1215","FULTON STREET","NB","","IN PROCESS","04/12/2023","04/11/2024",2022-03-21,40.680609,-73.952845
"2146",1010647,"MANHATTAN","525","6 AVE","DM","EQ","ISSUED","04/12/2023","04/11/2024",2023-04-12,40.737213,-73.996958
"2147",1010647,"MANHATTAN","525","6 AVE","DM","EQ","ISSUED","04/12/2023","04/11/2024",2023-04-12,40.737213,-73.996958
"2148",1010647,"MANHATTAN","525","6 AVE","DM","","ISSUED","04/12/2023","04/11/2024",2023-04-12,40.737213,-73.996958
"2149",2051571,"BRONX","980","MACE AVE","A2","PL","ISSUED","04/12/2023","04/11/2024",2020-02-13,40.863055,-73.859387
"2150",3428561,"BROOKLYN","1215","FULTON STREET","NB","","ISSUED","04/13/2023","04/12/2024",2022-03-21,40.680609,-73.952845
"2151",1033105,"MANHATTAN","215","WEST 84TH STREET","DM","","ISSUED","04/13/2023","04/12/2024",2023-03-06,40.786643,-73.976607
"2152",4006633,"QUEENS","31-48","CRESCENT ST","DM","EQ","ISSUED","04/13/2023","04/12/2024",2023-04-13,40.764528,-73.927364
"2153",4006633,"QUEENS","31-48","CRESCENT ST","DM","","ISSUED","04/13/2023","05/14/2023",2023-04-13,40.764528,-73.927364
"2154",3214080,"BROOKLYN","953","EAST 42ND STREET","A2","OT","ISSUED","04/13/2023","10/01/2023",2023-04-13,40.631595,-73.935954
"2155",1016077,"MANHATTAN","16","EAST 16TH STREET","DM","EQ","ISSUED","04/13/2023","04/12/2024",2021-09-07,40.737122,-73.99218
"2156",3007920,"BROOKLYN","142","2ND STREET","DM","","ISSUED","04/04/2023","11/23/2023",2023-04-13,40.677217,-73.990699
"2157",1083184,"MANHATTAN","176","EAST 115TH STREET","A2","MH","ISSUED","04/14/2023","04/01/2024",2023-02-24,40.797577,-73.94128
"2158",5106483,"STATEN ISLAND","105","HAMILTON AVENUE","A2","MH","ISSUED","04/14/2023","02/22/2024",2021-07-21,40.644735,-74.081222
"2159",4624506,"QUEENS","52-35","74TH STREET","NB","","RE-ISSUED","04/14/2023","04/08/2024",2020-06-30,40.73288,-73.888332
"2160",4624506,"QUEENS","52-35","74TH STREET","NB","","ISSUED","04/14/2023","04/08/2024",2020-06-30,40.73288,-73.888332
"2161",4620900,"QUEENS","72-01","QUEENS BOULEVARD","NB","","ISSUED","04/14/2023","04/01/2024",2021-11-16,40.739401,-73.891208
"2162",4624506,"QUEENS","52-35","74TH STREET","NB","","ISSUED","03/09/2023","04/08/2024",2023-03-09,40.73288,-73.888332
"2163",4439453,"QUEENS","257-01","UNION TURNPIKE","A1","","ISSUED","04/10/2023","08/09/2023",2023-04-14,40.745809,-73.714266
"2164",2002125,"BRONX","360","EAST 166 STREET","A2","OT","ISSUED","04/05/2023","06/08/2023",2023-04-26,40.829551,-73.912695
"2165",3257046,"BROOKLYN","85","NAVY WALK","A2","OT","ISSUED","06/25/2023","06/29/2024",2023-01-25,40.695483,-73.980664
"2166",3257046,"BROOKLYN","85","NAVY WALK","A2","OT","ISSUED","06/25/2023","06/29/2024",2023-01-25,40.695483,-73.980664
"2167",1083394,"MANHATTAN","17","JACKSON STREET","A2","OT","ISSUED","04/17/2023","04/16/2024",2023-04-17,40.713516,-73.98086
"2168",4618544,"QUEENS","147-25","94TH AVENUE","A2","BL","ISSUED","05/06/2021","05/01/2022",2021-03-23,40.699222,-73.806426
"2169",3428561,"BROOKLYN","1215","FULTON STREET","NB","","ISSUED","04/17/2023","04/16/2024",2023-04-17,40.680609,-73.952845
"2170",1079184,"MANHATTAN","224","12TH AVENUE","A3","OT","ISSUED","04/18/2023","02/13/2024",2023-04-18,40.752641,-74.007576
"2171",4042866,"QUEENS","33-16","112 STREET","A1","PL","ISSUED","04/18/2023","04/17/2024",2020-09-03,40.757658,-73.857469
"2172",2004136,"BRONX","581","AUSTIN PLACE","NB","","ISSUED","04/18/2023","04/08/2024",2020-06-29,40.811268,-73.901513
"2173",2004136,"BRONX","581","AUSTIN PLACE","NB","","RE-ISSUED","04/18/2023","04/08/2024",2020-06-29,40.811268,-73.901513
"2174",2004136,"BRONX","581","AUSTIN PLACE","NB","","ISSUED","04/18/2023","04/08/2024",2023-02-09,40.811268,-73.901513
"2175",3323679,"BROOKLYN","90","PIONEER STREET","A2","OT","ISSUED","04/18/2023","06/12/2023",2023-04-18,40.678208,-74.009983
"2176",3429047,"BROOKLYN","461","FULTON STREET","NB","","ISSUED","04/19/2021","06/20/2021",2021-04-21,40.691254,-73.986817
"2177",4064273,"QUEENS","60-68","74TH STREET","A2","OT","ISSUED","04/18/2023","11/15/2023",2023-04-28,40.7227,-73.886192
"2178",4281386,"QUEENS","221-26","MERRICK BOULEVARD","A2","PL","ISSUED","05/04/2021","05/04/2022",2020-05-27,40.678395,-73.747276
"2179",4209632,"QUEENS","166-20","90 AVE","NB","","ISSUED","04/19/2023","04/18/2024",2023-02-10,40.70729,-73.794633
"2180",3244226,"BROOKLYN","2236","EAST 63RD STREET","A1","","ISSUED","06/26/2023","10/17/2023",2021-04-14,40.61377,-73.910697
"2181",2017194,"BRONX","216","EAST 201 STREET","A2","OT","ISSUED","06/26/2023","07/01/2023",2023-06-26,40.872477,-73.886474
"2182",2046670,"BRONX","3121","WILLOW LANE","A2","OT","ISSUED","04/19/2023","04/18/2024",2023-04-19,40.849481,-73.829469
"2183",3115866,"BROOKLYN","601","PARKSIDE AVENUE","A2","PL","ISSUED","04/19/2023","04/18/2024",2021-09-08,40.656046,-73.953742
"2184",3328167,"BROOKLYN","779","FLATBUSH AVENUE","A1","","ISSUED","04/19/2023","04/27/2024",2021-11-24,40.653853,-73.959495
"2185",3126303,"BROOKLYN","401","EAST 8 STREET","A2","OT","ISSUED","04/19/2023","08/09/2023",2021-03-03,40.640242,-73.971005
"2186",1079184,"MANHATTAN","224","12TH AVENUE","A3","OT","ISSUED","04/20/2023","02/13/2024",2023-04-20,40.752641,-74.007576
"2187",1079184,"MANHATTAN","224","12TH AVENUE","A3","OT","ISSUED","04/20/2023","02/13/2024",2023-04-20,40.752641,-74.007576
"2188",1079184,"MANHATTAN","224","12TH AVENUE","A3","OT","ISSUED","04/20/2023","02/13/2024",2023-04-20,40.752641,-74.007576
"2189",1079184,"MANHATTAN","224","12TH AVENUE","A3","OT","ISSUED","04/20/2023","02/13/2024",2023-04-20,40.752641,-74.007576
"2190",1079184,"MANHATTAN","224","12TH AVENUE","A3","OT","ISSUED","04/20/2023","02/13/2024",2023-04-20,40.752641,-74.007576
"2191",1079184,"MANHATTAN","224","12TH AVENUE","A3","OT","ISSUED","04/20/2023","02/13/2024",2023-04-20,40.752641,-74.007576
"2192",1079184,"MANHATTAN","224","12TH AVENUE","A3","OT","ISSUED","04/20/2023","02/13/2024",2023-04-20,40.752641,-74.007576
"2193",1079184,"MANHATTAN","224","12TH AVENUE","A3","OT","ISSUED","04/20/2023","02/13/2024",2023-04-20,40.752641,-74.007576
"2194",1079184,"MANHATTAN","224","12TH AVENUE","A3","OT","ISSUED","04/20/2023","02/13/2024",2023-04-20,40.752641,-74.007576
"2195",1079184,"MANHATTAN","224","12TH AVENUE","A3","OT","ISSUED","04/20/2023","02/13/2024",2023-04-20,40.752641,-74.007576
"2196",1079184,"MANHATTAN","224","12TH AVENUE","A3","OT","ISSUED","04/20/2023","02/13/2024",2023-04-20,40.752641,-74.007576
"2197",3335129,"BROOKLYN","63","FLUSHING AVENUE","A2","OT","ISSUED","04/20/2023","04/01/2024",2021-03-01,40.69802,-73.974986
"2198",2129342,"BRONX","1746","ANDREWS AVE SO","NB","","ISSUED","04/20/2023","01/01/2024",2022-03-25,40.85037,-73.917222
"2199",2129342,"BRONX","1746","ANDREWS AVE SO","NB","","ISSUED","04/20/2023","01/01/2024",2022-03-22,40.85037,-73.917222
"2200",2129342,"BRONX","1746","ANDREWS AVE SO","NB","","ISSUED","04/20/2023","01/01/2024",2022-03-22,40.85037,-73.917222
"2201",4623835,"QUEENS","36-45","31ST STREET","NB","","ISSUED","04/20/2023","09/02/2023",2021-05-07,40.755831,-73.930348
"2202",1012329,"MANHATTAN","525","WEST 22ND STREET","A2","OT","ISSUED","04/20/2023","05/01/2024",2020-03-11,40.747459,-74.005673
"2203",4619732,"QUEENS","46-11","QUEENS BOULEVARD","NB","","ISSUED","04/19/2023","07/02/2023",2020-05-21,40.74314,-73.918488
"2204",2013297,"BRONX","2075","WEBSTER AVENUE","NB","","ISSUED","04/21/2023","04/01/2024",2023-04-21,40.851741,-73.898493
"2205",2013297,"BRONX","2075","WEBSTER AVENUE","NB","PL","ISSUED","04/21/2023","04/20/2024",2023-04-21,40.851741,-73.898493
"2206",2013297,"BRONX","2075","WEBSTER AVENUE","NB","PL","ISSUED","04/21/2023","04/20/2024",2023-04-21,40.851741,-73.898493
"2207",5170425,"STATEN ISLAND","88","TYRRELL ST","A2","OT","ISSUED","04/21/2023","04/20/2024",2023-04-21,40.513017,-74.249128
"2208",3125328,"BROOKLYN","442","E THIRD ST","A2","OT","ISSUED","04/21/2023","04/20/2024",2023-04-21,40.641163,-73.976993
"2209",1090883,"MANHATTAN","378","WEST END AVENUE","A1","","ISSUED","04/21/2023","07/31/2023",2020-06-02,40.783559,-73.981721
"2210",4200687,"QUEENS","101-29","121ST ST","A2","OT","ISSUED","04/21/2023","04/20/2024",2023-04-21,40.690211,-73.823739
"2211",4073505,"QUEENS","62-62","ELLWELL CRESCENT","A1","","ISSUED","04/23/2023","10/08/2023",2021-04-07,40.724414,-73.864842
"2212",5069403,"STATEN ISLAND","1383","ARDEN AVE","A2","OT","ISSUED","04/24/2023","03/01/2024",2023-04-24,40.53749,-74.167271
"2213",4261232,"QUEENS","120-35","142 STREET","A2","OT","ISSUED","06/17/2021","11/15/2021",2021-06-17,40.675991,-73.799178
"2214",4623369,"QUEENS","25-81","31ST STREET","DM","","ISSUED","04/24/2023","05/01/2023",2023-04-07,40.769624,-73.918571
"2215",3429227,"BROOKLYN","65","DUPONT STREET","NB","PL","ISSUED","06/26/2023","06/25/2024",2023-06-26,40.735668,-73.957396
"2216",4437366,"QUEENS","48-11","48TH STREET","DM","EQ","ISSUED","04/25/2023","04/24/2024",2023-04-25,40.738806,-73.91766
"2217",4437366,"QUEENS","48-11","48TH STREET","DM","","ISSUED","04/25/2023","01/28/2024",2023-04-25,40.738806,-73.91766
"2218",4125614,"QUEENS","47-28","167 STREET","A2","OT","ISSUED","04/25/2023","06/01/2023",2023-04-25,40.749795,-73.800717
"2219",3336666,"BROOKLYN","34","VAN DYKE STREET","A2","OT","IN PROCESS","05/07/2021","",2020-08-07,40.673841,-74.012008
"2220",3054140,"BROOKLYN","275","PARK AVE","A2","OT","ISSUED","04/25/2023","04/02/2024",2020-10-27,40.696012,-73.967562
"2221",1013637,"MANHATTAN","341","WEST 38TH STREET","A1","","ISSUED","04/11/2023","04/24/2024",2021-10-25,40.755237,-73.992864
"2222",1090459,"MANHATTAN","255","WEST 34 STREET","A3","EQ","ISSUED","04/26/2023","04/25/2024",2020-11-12,40.751823,-73.992569
"2223",4598428,"QUEENS","101-12","158TH AVENUE","A2","OT","ISSUED","04/26/2023","04/01/2024",2023-02-15,40.661937,-73.832641
"2224",1047942,"MANHATTAN","1276","LEXINGTON AVENUE","A1","","ISSUED","04/26/2023","03/09/2024",2021-02-03,40.779339,-73.955714
"2225",4000548,"QUEENS","46-01","21 STREET","A2","OT","ISSUED","04/26/2023","05/01/2024",2021-03-18,40.745872,-73.948093
"2226",4000548,"QUEENS","46-01","21 STREET","A2","MH","ISSUED","04/26/2023","05/01/2024",2021-03-18,40.745872,-73.948093
"2227",1030307,"MANHATTAN","537","WEST 59TH ST","DM","","ISSUED","04/26/2023","04/25/2024",2023-03-13,40.77091,-73.988768
"2228",1030307,"MANHATTAN","537","WEST 59TH ST","DM","EQ","ISSUED","04/26/2023","04/25/2024",2023-03-13,40.77091,-73.988768
"2229",4300854,"QUEENS","29-23","OCEAN CREST BLVD.","A2","OT","ISSUED","04/26/2023","10/01/2023",2023-04-26,40.600271,-73.764771
"2230",1007953,"MANHATTAN","152","MERCER STREET","A2","OT","ISSUED","04/26/2023","04/26/2024",2021-06-17,40.725051,-73.998221
"2231",2028402,"BRONX","1181","EAST 178 STREET","A2","OT","ISSUED","04/26/2023","12/11/2023",2023-04-26,40.839266,-73.874963
"2232",4531919,"QUEENS","2538","BEACH CHANNEL DR","A2","OT","ISSUED","04/26/2023","04/21/2024",2023-04-26,40.600442,-73.762383
"2233",1060053,"MANHATTAN","141","WEST 139TH STREET","A2","OT","ISSUED","04/26/2023","04/25/2024",2020-06-22,40.817599,-73.941227
"2234",4226985,"QUEENS","92-18","216 STREET","A2","OT","ISSUED","04/24/2023","11/15/2023",2023-04-26,40.721872,-73.742386
"2235",1091823,"MANHATTAN","3","SAINT MARKS PLACE","NB","PL","ISSUED","04/27/2023","04/26/2024",2023-04-27,40.729379,-73.989475
"2236",2057045,"BRONX","800","EAST GUN HILL ROAD","A2","MH","ISSUED","04/27/2023","04/26/2024",2021-11-22,40.875953,-73.86197
"2237",1052384,"MANHATTAN","232","EAST 103RD STREET","A2","PL","ISSUED","04/27/2023","04/26/2024",2022-04-05,40.788952,-73.944538
"2238",3426347,"BROOKLYN","689","FRANKLIN AVE","NB","PL","ISSUED","09/15/2023","09/14/2024",2022-05-11,40.674915,-73.956422
"2239",4203273,"QUEENS","107-48","111 STREET","A2","OT","ISSUED","04/28/2023","04/21/2024",2023-04-28,40.682074,-73.829836
"2240",4623739,"QUEENS","2-21","MALT DRIVE","A3","EQ","ISSUED","04/28/2023","04/27/2024",2023-04-28,NA,NA
"2241",2057045,"BRONX","800","EAST GUN HILL ROAD","A2","OT","ISSUED","04/28/2023","04/20/2024",2021-11-22,40.875953,-73.86197
"2242",3145672,"BROOKLYN","6901","3 AVENUE","A2","PL","ISSUED","05/01/2023","04/30/2024",2023-05-01,40.635607,-74.026078
"2243",4619732,"QUEENS","46-11","QUEENS BOULEVARD","NB","","ISSUED","05/01/2023","07/02/2023",2020-05-21,40.74314,-73.918488
"2244",4059011,"QUEENS","58-98","54 STREET","NB","PL","ISSUED","05/01/2023","04/30/2024",2020-03-03,40.718048,-73.914904
"2245",5104468,"STATEN ISLAND","4855","HYLAN BOULEVARD","A1","","ISSUED","05/01/2023","01/19/2024",2021-11-26,40.526708,-74.167895
"2246",3117258,"BROOKLYN","2700","CHURCH AVE","DM","","ISSUED","05/01/2023","08/16/2024",2022-06-03,40.650669,-73.952304
"2247",2057045,"BRONX","800","EAST GUN HILL ROAD","A2","OT","ISSUED","05/01/2023","04/20/2024",2021-11-22,40.875953,-73.86197
"2248",2053834,"BRONX","2721","COLDEN AVENUE","NB","","ISSUED","09/15/2023","05/12/2024",2023-09-15,40.866003,-73.859608
"2249",2071870,"BRONX","4750","WHITE PLAINS RD","DM","EQ","ISSUED","05/01/2023","04/30/2024",2023-05-01,40.904834,-73.849625
"2250",3082389,"BROOKLYN","411","THATFORD AVE.","A2","BL","ISSUED","05/01/2023","04/30/2024",2020-02-24,40.660306,-73.907355
