"","BIN","Borough","House","Street.Name","Job.Type","Work.Type","Permit.Status","Filing.Date","Expiration.Date","Job.Start.Date","Lat","Long"
"1887",4618772,"QUEENS","26-50","1ST STREET","NB","","ISSUED","04/20/2022","01/01/2023",2022-04-22,40.776321,-73.935789
"1888",3246888,"BROOKLYN","2971","CONEY ISLAND AVENUE","NB","","ISSUED","03/01/2023","01/01/2024",2020-08-28,40.583965,-73.959991
"1889",3246888,"BROOKLYN","2971","CONEY ISLAND AVENUE","NB","","ISSUED","03/01/2023","01/01/2024",2020-08-28,40.583965,-73.959991
"1890",3246888,"BROOKLYN","2971","CONEY ISLAND AVENUE","NB","","ISSUED","03/01/2023","01/01/2024",2020-09-02,40.583965,-73.959991
"1891",1011919,"MANHATTAN","90","BANK STREET","A2","OT","ISSUED","03/01/2023","03/06/2024",2021-11-17,40.73651,-74.005943
"1892",3104697,"BROOKLYN","164","EAST 88 STREET","A2","OT","ISSUED","03/02/2023","12/06/2023",2023-03-02,40.649203,-73.918524
"1893",3027483,"BROOKLYN","889","PACIFIC STREET","A2","OT","ISSUED","03/02/2023","06/14/2023",2023-03-02,40.680583,-73.96585
"1894",5142719,"STATEN ISLAND","169GAR","MANOR ROAD","DM","","ISSUED","03/02/2023","03/01/2024",2023-03-03,40.623877,-74.12472
"1895",2013607,"BRONX","203","EAST FORDHAM ROAD","A2","PL","ISSUED","03/02/2023","03/01/2024",2023-03-02,40.862417,-73.896734
"1896",4217842,"QUEENS","169-12","104 AVE","DM","EQ","ISSUED","03/03/2023","03/15/2024",2023-03-16,40.702239,-73.788153
"1897",3425050,"BROOKLYN","350","KENT AVENUE","NB","PL","ISSUED","03/03/2023","03/02/2024",2023-03-03,40.712706,-73.967694
"1898",4031918,"QUEENS","69-27","44 AVE","DM","","ISSUED","03/03/2023","01/21/2024",2023-03-09,40.740964,-73.895284
"1899",4019443,"QUEENS","23-14","DITMARS BOULEVARD","A2","PL","ISSUED","03/03/2023","03/02/2024",2021-12-30,40.779618,-73.915653
"1900",4607880,"QUEENS","122-06","MERRICK BOULEVARD","NB","EQ","ISSUED","03/03/2023","03/02/2024",2022-03-10,40.683649,-73.769525
"1901",4618772,"QUEENS","26-02","1ST STREET","NB","","RE-ISSUED","06/14/2022","01/01/2023",2022-04-12,40.776821,-73.935533
"1902",3076057,"BROOKLYN","1333","BROADWAY","NB","","ISSUED","03/03/2023","12/05/2023",2021-07-29,40.690065,-73.923046
"1903",4618772,"QUEENS","26-02","1ST STREET","NB","","ISSUED","06/14/2022","01/01/2023",2022-04-12,40.776821,-73.935533
"1904",4618772,"QUEENS","26-02","1ST STREET","NB","","ISSUED","06/15/2022","01/01/2023",2022-04-12,40.776821,-73.935533
"1905",4618772,"QUEENS","26-50","1ST STREET","NB","","ISSUED","06/15/2022","01/01/2023",2022-04-22,40.776321,-73.935789
"1906",2016975,"BRONX","3012","BAINBRIDGE AVENUE","A2","OT","ISSUED","01/05/2023","10/21/2023",2023-03-03,40.87184,-73.883059
"1907",4618772,"QUEENS","26-50","1ST STREET","NB","","ISSUED","06/15/2022","01/01/2023",2022-04-22,40.776321,-73.935789
"1908",1089192,"MANHATTAN","375","WEST 207 STREET","NB","","ISSUED","03/06/2023","03/05/2024",2023-03-06,40.864015,-73.917834
"1909",4618772,"QUEENS","26-50","1ST STREET","NB","","ISSUED","10/11/2022","10/11/2023",2022-04-22,40.776321,-73.935789
"1910",4618772,"QUEENS","26-02","1ST STREET","NB","","ISSUED","10/11/2022","10/11/2023",2022-04-12,40.776821,-73.935533
"1911",4618772,"QUEENS","26-02","1ST STREET","NB","","ISSUED","12/13/2022","12/13/2023",2022-12-13,40.776821,-73.935533
"1912",1080352,"MANHATTAN","450","11TH AVENUE","NB","","ISSUED","03/06/2023","06/19/2023",2020-07-14,40.757486,-74.000729
"1913",2046144,"BRONX","3066","ROBERTS AVENUE","A1","","ISSUED","03/06/2023","03/15/2023",2022-02-02,40.84606,-73.829102
"1914",4155168,"QUEENS","75-19","192 STREET","A2","OT","ISSUED","03/06/2023","06/03/2023",2023-02-21,40.731435,-73.779177
"1915",3065463,"BROOKLYN","341","KINGSLAND AVENUE","A2","SP","ISSUED","05/04/2023","09/13/2024",2020-12-16,40.728574,-73.942139
"1916",3426668,"BROOKLYN","960","EAST 23 STREET","A1","","ISSUED","03/06/2023","01/01/2024",2023-03-06,40.627053,-73.953708
"1917",3426668,"BROOKLYN","960","EAST 23 STREET","A1","","ISSUED","03/06/2023","01/01/2024",2023-03-06,40.627053,-73.953708
"1918",3426668,"BROOKLYN","960","EAST 23 STREET","A1","","ISSUED","03/06/2023","01/01/2024",2023-03-06,40.627053,-73.953708
"1919",4618772,"QUEENS","26-02","1ST STREET","NB","","ISSUED","12/15/2022","01/01/2024",2022-04-12,40.776821,-73.935533
"1920",3065463,"BROOKLYN","341","KINGSLAND AVENUE","A2","SD","ISSUED","05/04/2023","09/13/2024",2020-12-21,40.728574,-73.942139
"1921",1033105,"MANHATTAN","215","WEST 84TH STREET","DM","EQ","ISSUED","03/06/2023","03/05/2024",2023-03-06,40.786643,-73.976607
"1922",1033105,"MANHATTAN","215","WEST 84TH STREET","DM","EQ","ISSUED","03/06/2023","03/05/2024",2023-03-06,40.786643,-73.976607
"1923",1033105,"MANHATTAN","215","WEST 84TH STREET","DM","","ISSUED","03/06/2023","04/26/2023",2023-03-06,40.786643,-73.976607
"1924",2072575,"BRONX","2385","HOLLERS AVE","A2","OT","ISSUED","03/06/2023","03/02/2024",2022-09-19,40.885519,-73.823973
"1925",4087416,"QUEENS","63-35","FRESH POND ROAD","A2","OT","ISSUED","03/06/2023","03/02/2024",2023-01-31,40.711388,-73.899907
"1926",4210838,"QUEENS","165-17","85TH AVE","A2","OT","ISSUED","03/07/2023","04/01/2023",2023-03-07,40.713099,-73.800037
"1927",4016852,"QUEENS","20-20","33RD ST","A2","OT","ISSUED","03/07/2023","10/01/2023",2023-03-07,40.778496,-73.905811
"1928",1042490,"MANHATTAN","147","EAST 69TH STREET","A1","","ISSUED","03/07/2023","01/01/2024",2021-04-22,40.76828,-73.963108
"1929",1042490,"MANHATTAN","147","EAST 69TH STREET","A2","OT","ISSUED","03/07/2023","01/01/2024",2021-04-08,40.76828,-73.963108
"1930",2007061,"BRONX","1373","TELLER AVENUE","A2","OT","ISSUED","03/07/2023","10/21/2023",2023-05-19,40.835968,-73.909448
"1931",1042490,"MANHATTAN","147","EAST 69TH STREET","A2","OT","ISSUED","03/07/2023","01/01/2024",2020-07-02,40.76828,-73.963108
"1932",3055377,"BROOKLYN","333","LAFAYETTE AVENUE","A2","OT","ISSUED","03/07/2023","03/08/2024",2021-05-14,40.688657,-73.962027
"1933",3012097,"BROOKLYN","4619","8 AVE","A1","","ISSUED","03/07/2023","03/06/2024",2022-01-31,40.643199,-74.001531
"1934",3232881,"BROOKLYN","1421","EAST 98 STREET","A2","OT","ISSUED","03/07/2023","04/21/2023",2023-03-07,40.638346,-73.893225
"1935",4257656,"QUEENS","129-14","150TH AVE","A2","OT","ISSUED","03/07/2023","10/01/2023",2023-03-07,40.665042,-73.811705
"1936",4275266,"QUEENS","118-16","234 STREET","A2","OT","ISSUED","03/07/2023","06/01/2023",2023-03-07,40.689426,-73.728967
"1937",4619732,"QUEENS","46-11","QUEENS BOULEVARD","NB","","ISSUED","03/07/2023","07/02/2023",2020-05-21,40.74314,-73.918488
"1938",3429595,"BROOKLYN","180","ASHLAND PLACE","NB","","ISSUED","03/23/2022","03/23/2023",2022-03-23,40.689356,-73.978567
"1939",3429595,"BROOKLYN","180","ASHLAND PLACE","NB","","ISSUED","08/11/2022","08/11/2023",2022-08-11,40.689356,-73.978567
"1940",3429595,"BROOKLYN","180","ASHLAND PLACE","NB","","ISSUED","09/29/2022","09/29/2023",2022-08-11,40.689356,-73.978567
"1941",3429595,"BROOKLYN","180","ASHLAND PLACE","NB","","ISSUED","01/31/2023","01/31/2024",2022-08-11,40.689356,-73.978567
"1942",4618772,"QUEENS","26-02","1ST STREET","NB","","ISSUED","02/08/2023","02/08/2024",2022-04-12,40.776821,-73.935533
"1943",5152417,"STATEN ISLAND","46","JUMEL STREET","A2","OT","ISSUED","06/22/2023","10/01/2023",2023-07-05,40.560721,-74.148586
"1944",4623245,"QUEENS","331","BEACH 35 STREET","NB","","RE-ISSUED","03/20/2023","03/21/2024",2023-03-09,40.596108,-73.767699
"1945",4623245,"QUEENS","331","BEACH 35 STREET","NB","","RE-ISSUED","03/20/2023","03/21/2024",2023-03-09,40.596108,-73.767699
"1946",4623245,"QUEENS","331","BEACH 35 STREET","NB","","RE-ISSUED","03/20/2023","03/21/2024",2023-03-09,40.596108,-73.767699
"1947",4214485,"QUEENS","9513","LIVERPOOL STREET","A2","OT","ISSUED","03/22/2023","04/21/2023",2023-03-22,40.697619,-73.808014
"1948",3082389,"BROOKLYN","411","THATFORD AVE.","A2","MH","ISSUED","03/22/2023","04/01/2023",2020-02-24,40.660306,-73.907355
"1949",3082389,"BROOKLYN","411","THATFORD AVE.","A2","OT","ISSUED","03/22/2023","04/01/2023",2020-02-24,40.660306,-73.907355
"1950",3082389,"BROOKLYN","411","THATFORD AVE.","A2","OT","ISSUED","03/22/2023","04/01/2023",2020-02-24,40.660306,-73.907355
"1951",3245804,"BROOKLYN","89","WEST END AVE","NB","PL","ISSUED","03/22/2023","03/21/2024",2023-03-22,40.579694,-73.953413
"1952",4116436,"QUEENS","46-21","COLDEN STREET","A2","OT","ISSUED","03/22/2023","04/01/2023",2020-11-03,40.749545,-73.822073
"1953",5170723,"STATEN ISLAND","4132","VICTORY BOULEVARD","NB","PL","ISSUED","03/22/2023","03/21/2024",2023-03-23,40.591375,-74.191216
"1954",3054370,"BROOKLYN","100","WASHINGTON AVENUE","A2","OT","ISSUED","02/16/2023","01/26/2024",2023-03-22,40.695301,-73.967285
"1955",5150965,"STATEN ISLAND","89A","ANDROS AVENUE","A2","OT","ISSUED","09/15/2023","09/14/2024",2023-09-23,40.63566,-74.162404
"1956",2058740,"BRONX","902","EAST 213 STREET","A2","OT","ISSUED","06/22/2023","07/01/2023",2023-06-22,40.877588,-73.858871
"1957",3006610,"BROOKLYN","251","DOUGLASS ST","DM","","ISSUED","03/23/2023","11/20/2023",2022-03-07,40.680708,-73.985308
"1958",4116436,"QUEENS","46-21","COLDEN STREET","A3","EQ","ISSUED","03/23/2023","03/22/2024",2020-02-18,40.749545,-73.822073
"1959",5067280,"STATEN ISLAND","349","THORNYCROFT AVE","A2","OT","ISSUED","03/23/2023","11/15/2023",2023-03-23,40.5408,-74.158202
"1960",2071271,"BRONX","4425","EDSON AVENUE","A2","OT","ISSUED","03/23/2023","10/01/2023",2023-03-23,40.899805,-73.84726
"1961",4285049,"QUEENS","165-30","145 AVENUE","A1","PL","ISSUED","04/02/2021","04/02/2022",2021-04-02,40.66332,-73.776032
"1962",1088961,"MANHATTAN","20","HUDSON YARDS","A2","OT","ISSUED","03/23/2023","08/28/2023",2023-03-23,40.753045,-74.000282
"1963",1088961,"MANHATTAN","20","HUDSON YARDS","A2","OT","ISSUED","03/23/2023","08/28/2023",2023-03-23,40.753045,-74.000282
"1964",2013297,"BRONX","2075","WEBSTER AVENUE","NB","","ISSUED","03/23/2023","03/22/2024",2022-11-17,40.851741,-73.898493
"1965",4618772,"QUEENS","26-50","1ST STREET","NB","","ISSUED","02/08/2023","02/08/2024",2022-04-22,40.776321,-73.935789
"1966",4618772,"QUEENS","26-02","1ST STREET","NB","","ISSUED","04/13/2023","04/12/2024",2022-12-13,40.776821,-73.935533
"1967",4618772,"QUEENS","26-02","1ST STREET","NB","","ISSUED","07/18/2023","07/17/2024",2022-12-13,40.776821,-73.935533
"1968",4618772,"QUEENS","26-02","1ST STREET","NB","EQ","ISSUED","10/02/2023","10/01/2024",2022-04-12,40.776821,-73.935533
"1969",4618772,"QUEENS","26-02","1ST STREET","NB","","ISSUED","12/06/2023","01/01/2025",2022-04-12,40.776821,-73.935533
"1970",1028138,"MANHATTAN","50","CENTRAL PARK WEST","A3","EQ","ISSUED","12/21/2023","12/20/2024",2020-01-15,40.77169,-73.979273
"1971",2013607,"BRONX","203","EAST FORDHAM ROAD","A2","OT","ISSUED","03/24/2023","12/04/2023",2021-02-18,40.862417,-73.896734
"1972",2013607,"BRONX","203","EAST FORDHAM ROAD","A2","OT","ISSUED","03/24/2023","12/04/2023",2021-02-19,40.862417,-73.896734
"1973",4073667,"QUEENS","62-45","BOELSEN CRESCENT","A2","OT","ISSUED","03/24/2023","10/01/2023",2023-03-24,40.724232,-73.86187
"1974",2001874,"BRONX","333","E 151ST STREET","A2","OT","ISSUED","06/22/2023","06/21/2024",2021-12-28,40.818232,-73.919867
"1975",1001084,"MANHATTAN","55","LIBERTY STREET","A2","OT","ISSUED","03/24/2023","04/15/2024",2020-06-23,40.708692,-74.009508
"1976",3429227,"BROOKLYN","65","DUPONT STREET","NB","","ISSUED","06/22/2023","06/21/2024",2023-06-22,40.735668,-73.957396
"1977",3145870,"BROOKLYN","6902","8TH AVENUE","A1","PL","ISSUED","06/22/2023","06/21/2024",2023-06-22,40.630265,-74.015009
"1978",5102018,"STATEN ISLAND","27","GRASMERE COURT","A2","OT","ISSUED","09/15/2023","12/07/2023",2023-09-15,40.601705,-74.084216
"1979",1086331,"MANHATTAN","111","ANDES ROAD","A1","","ISSUED","06/22/2023","06/21/2024",2021-06-26,40.692552,-74.016281
"1980",1086331,"MANHATTAN","111","ANDES ROAD","A1","","ISSUED","06/22/2023","06/21/2024",2021-06-25,40.692552,-74.016281
"1981",1086331,"MANHATTAN","111","ANDES ROAD","A1","","ISSUED","06/22/2023","06/21/2024",2021-06-25,40.692552,-74.016281
"1982",1087148,"MANHATTAN","353","W 56 ST","A1","","ISSUED","03/27/2023","03/26/2024",2023-03-27,40.766677,-73.984838
"1983",1088894,"MANHATTAN","1","CLARKSON STREET","A2","OT","ISSUED","03/27/2023","04/01/2024",2020-08-27,40.729371,-74.005654
"1984",1088894,"MANHATTAN","1","CLARKSON STREET","A2","OT","ISSUED","03/27/2023","04/01/2024",2020-07-30,40.729371,-74.005654
"1985",2001874,"BRONX","333","EAST 151 STREET","A2","PL","ISSUED","12/21/2023","12/20/2024",2021-01-26,40.818232,-73.919867
"1986",3153881,"BROOKLYN","650","86TH STREET","NB","","ISSUED","03/27/2023","03/26/2024",2022-10-24,40.618851,-74.021875
"1987",3429519,"BROOKLYN","20","VITAL AVENUE","NB","","ISSUED","03/27/2023","04/08/2024",2022-09-08,NA,NA
"1988",4215773,"QUEENS","106-05","159TH STREET","A2","OT","ISSUED","03/27/2023","04/01/2024",2021-10-01,40.698609,-73.796402
"1989",3188672,"BROOKLYN","3731","NAUTILUS AVENUE","A2","OT","ISSUED","03/27/2023","09/16/2023",2022-02-23,40.576094,-74.004093
"1990",2100247,"BRONX","160","HALL OF FAME TERRACE","A2","MH","ISSUED","03/27/2023","04/01/2024",2022-06-10,40.858971,-73.91147
"1991",3109890,"BROOKLYN","921","TROY AVE","A2","PL","ISSUED","03/27/2023","03/26/2024",2023-03-27,40.650535,-73.936065
"1992",2087014,"BRONX","1025","MORRISON AVENUE","A2","MH","ISSUED","03/27/2023","03/15/2024",2022-01-25,40.825403,-73.873666
"1993",2087014,"BRONX","1025","MORRISON AVENUE","A2","OT","ISSUED","03/27/2023","03/15/2024",2022-01-25,40.825403,-73.873666
"1994",2087014,"BRONX","1025","MORRISON AVENUE","A2","OT","ISSUED","03/27/2023","03/15/2024",2022-01-25,40.825403,-73.873666
"1995",2083687,"BRONX","3436","KINGSBRIDGE AVE","NB","PL","ISSUED","03/27/2023","03/26/2024",2020-01-16,40.882783,-73.903645
"1996",1088961,"MANHATTAN","20","HUDSON YARDS","A2","OT","RE-ISSUED","03/23/2023","08/28/2023",2023-03-27,40.753045,-74.000282
"1997",4135975,"QUEENS","214-33","35TH AVENUE","A2","OT","ISSUED","03/28/2023","03/27/2024",2021-09-17,40.769536,-73.771148
"1998",4135975,"QUEENS","214-33","35TH AVENUE","A2","OT","ISSUED","03/28/2023","03/27/2024",2021-09-17,40.769536,-73.771148
"1999",4116436,"QUEENS","46-21","COLDEN STREET","A2","OT","ISSUED","03/28/2023","04/01/2023",2020-11-03,40.749545,-73.822073
"2000",4116436,"QUEENS","46-21","COLDEN STREET","A2","OT","RE-ISSUED","03/28/2023","03/27/2024",2020-11-03,40.749545,-73.822073
"2001",4135975,"QUEENS","214-33","35TH AVENUE","A2","MH","RE-ISSUED","03/28/2023","03/30/2024",2021-09-27,40.769536,-73.771148
"2002",4135975,"QUEENS","214-33","35TH AVENUE","A2","OT","ISSUED","03/28/2023","03/27/2024",2022-01-14,40.769536,-73.771148
"2003",4135975,"QUEENS","214-33","35TH AVENUE","A2","OT","ISSUED","03/28/2023","03/27/2024",2022-01-14,40.769536,-73.771148
"2004",4135975,"QUEENS","214-33","35TH AVENUE","A2","OT","ISSUED","03/28/2023","03/27/2024",2022-01-14,40.769536,-73.771148
"2005",4116436,"QUEENS","46-21","COLDEN STREET","A2","OT","RE-ISSUED","03/22/2023","03/27/2024",2020-11-03,40.749545,-73.822073
"2006",4116436,"QUEENS","46-21","COLDEN STREET","A2","OT","RE-ISSUED","03/22/2023","03/27/2024",2020-11-03,40.749545,-73.822073
"2007",3107741,"BROOKLYN","329","CLARKSON AVE","DM","EQ","ISSUED","06/22/2023","06/21/2024",2023-06-22,40.655503,-73.948826
"2008",5174506,"STATEN ISLAND","48","ERASTINA PLACE","A2","OT","ISSUED","03/29/2023","10/01/2023",2023-04-12,40.635339,-74.156087
"2009",1001405,"MANHATTAN","27","PARK PLACE","A1","PL","ISSUED","03/29/2023","03/28/2024",2020-09-09,40.713116,-74.008931
"2010",2087014,"BRONX","1025","MORRISON AVENUE","A2","MH","ISSUED","03/19/2024","03/15/2025",2022-01-25,40.825403,-73.873666
"2011",2064524,"BRONX","937","EAST 227 STREET","A2","OT","ISSUED","03/29/2023","12/06/2023",2023-03-29,40.887022,-73.852761
"2012",3153881,"BROOKLYN","650","86TH STREET","NB","","ISSUED","03/29/2023","03/28/2024",2022-06-16,40.618851,-74.021875
"2013",2087014,"BRONX","1025","MORRISON AVENUE","A2","OT","ISSUED","03/19/2024","03/15/2025",2022-01-25,40.825403,-73.873666
"2014",3153881,"BROOKLYN","650","86TH STREET","NB","","ISSUED","03/29/2023","03/28/2024",2022-06-16,40.618851,-74.021875
"2015",2087014,"BRONX","1025","MORRISON AVENUE","A2","OT","ISSUED","03/19/2024","03/15/2025",2022-01-25,40.825403,-73.873666
"2016",4116436,"QUEENS","46-21","COLDEN STREET","A2","MH","ISSUED","03/29/2023","03/28/2024",2020-11-03,40.749545,-73.822073
"2017",2004136,"BRONX","581","AUSTIN PLACE","NB","","RE-ISSUED","06/22/2023","04/08/2024",2023-02-09,40.811268,-73.901513
"2018",1001394,"MANHATTAN","1","CENTRE STREET","A2","OT","ISSUED","03/30/2023","04/15/2024",2021-11-22,40.713001,-74.004181
"2019",4623739,"QUEENS","2-21","MALT DRIVE","A3","OT","ISSUED","03/30/2023","02/22/2024",2023-03-30,NA,NA
"2020",4623739,"QUEENS","2-21","MALT DRIVE","A3","OT","ISSUED","03/30/2023","02/22/2024",2023-03-30,NA,NA
"2021",2004136,"BRONX","581","AUSTIN PLACE","NB","","ISSUED","06/22/2023","04/08/2024",2020-06-29,40.811268,-73.901513
"2022",1090883,"MANHATTAN","378","WEST END AVENUE","A2","OT","ISSUED","03/30/2023","04/01/2024",2020-10-06,40.783559,-73.981721
"2023",4623141,"QUEENS","53-16","NORTHERN BOULEVARD","NB","","ISSUED","03/30/2023","03/29/2024",2022-09-27,40.753192,-73.907839
"2024",2004136,"BRONX","581","AUSTIN PLACE","NB","","ISSUED","06/22/2023","04/08/2024",2020-06-29,40.811268,-73.901513
"2025",4623245,"QUEENS","331","BEACH 35 STREET","NB","","ISSUED","03/30/2023","03/29/2024",2023-03-09,40.596108,-73.767699
"2026",4623245,"QUEENS","331","BEACH 35 STREET","NB","","ISSUED","03/30/2023","03/29/2024",2023-03-09,40.596108,-73.767699
"2027",4623245,"QUEENS","331","BEACH 35 STREET","NB","","ISSUED","03/30/2023","03/29/2024",2023-03-09,40.596108,-73.767699
"2028",4135975,"QUEENS","214-33","35TH AVENUE","A2","OT","ISSUED","03/30/2023","03/29/2024",2021-09-27,40.769536,-73.771148
"2029",1044935,"MANHATTAN","330","EAST 75TH STREET","A2","OT","ISSUED","03/30/2023","04/01/2024",2021-02-12,40.770383,-73.956085
"2030",3004559,"BROOKLYN","407","CLINTON STREET","A1","","ISSUED","03/30/2023","03/26/2024",2020-07-01,40.682444,-73.998107
"2031",1091635,"MANHATTAN","600","W125TH STREET","A2","EQ","ISSUED","03/30/2023","03/29/2024",2023-03-30,40.815974,-73.958569
"2032",3245457,"BROOKLYN","2926","BRIGHTON 12 STREET","A2","OT","ISSUED","03/30/2023","07/01/2023",2023-03-30,40.581051,-73.955853
"2033",2001874,"BRONX","333","E 151ST STREET","A2","MH","ISSUED","03/30/2023","03/29/2024",2022-01-05,40.818232,-73.919867
"2034",3017120,"BROOKLYN","273","19 STREET","A1","PL","ISSUED","03/30/2023","03/29/2024",2020-12-02,40.661762,-73.991068
"2035",4623202,"QUEENS","35-15","19 AVENUE","NB","","ISSUED","03/30/2023","04/01/2024",2020-12-04,40.780124,-73.902028
"2036",4623202,"QUEENS","35-15","19 AVENUE","NB","","ISSUED","03/30/2023","04/01/2024",2020-12-04,40.780124,-73.902028
"2037",4260131,"QUEENS","116-32","142ND STREET","A2","OT","ISSUED","03/30/2023","11/15/2023",2023-03-30,40.679673,-73.799892
"2038",4208217,"QUEENS","150-21","87TH AVE","A2","OT","ISSUED","03/30/2023","10/01/2023",2023-03-30,40.708201,-73.806833
"2039",1091632,"MANHATTAN","2924","8 AVENUE","NB","","ISSUED","03/30/2023","04/01/2024",2021-06-10,40.828941,-73.937426
"2040",1001405,"MANHATTAN","27","PARK PLACE","A1","","ISSUED","03/31/2023","04/01/2024",2020-08-19,40.713116,-74.008931
"2041",3428821,"BROOKLYN","18","MONITOR","NB","PL","ISSUED","03/31/2023","03/30/2024",2020-11-30,40.719717,-73.941627
"2042",3082389,"BROOKLYN","411","THATFORD AVE.","A2","MH","ISSUED","03/31/2023","03/30/2024",2020-02-24,40.660306,-73.907355
"2043",3082389,"BROOKLYN","411","THATFORD AVE.","A2","OT","ISSUED","03/31/2023","03/30/2024",2020-02-24,40.660306,-73.907355
"2044",3082389,"BROOKLYN","411","THATFORD AVE.","A2","OT","ISSUED","03/31/2023","03/30/2024",2020-02-24,40.660306,-73.907355
"2045",3082389,"BROOKLYN","411","THATFORD AVE.","A2","OT","ISSUED","03/31/2023","03/30/2024",2020-02-24,40.660306,-73.907355
"2046",1083184,"MANHATTAN","176","EAST 115TH STREET","A2","OT","ISSUED","03/31/2023","03/30/2024",2023-02-24,40.797577,-73.94128
"2047",1083184,"MANHATTAN","176","EAST 115TH STREET","A2","OT","ISSUED","03/31/2023","03/30/2024",2023-02-24,40.797577,-73.94128
"2048",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","MH","ISSUED","03/31/2023","03/30/2024",2022-01-12,40.528092,-74.192032
"2049",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","OT","ISSUED","03/31/2023","03/30/2024",2022-01-12,40.528092,-74.192032
"2050",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","OT","ISSUED","03/31/2023","03/30/2024",2022-01-12,40.528092,-74.192032
"2051",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","OT","ISSUED","03/31/2023","03/30/2024",2022-01-12,40.528092,-74.192032
"2052",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","OT","ISSUED","03/31/2023","03/30/2024",2022-01-12,40.528092,-74.192032
"2053",1044935,"MANHATTAN","330","E 75TH STREET","A2","OT","ISSUED","12/21/2023","12/09/2024",2021-08-06,40.770383,-73.956085
"2054",3425450,"BROOKLYN","7201","SHORE ROAD","A2","OT","ISSUED","08/18/2022","09/16/2023",2021-10-06,40.635862,-74.037374
"2055",1007729,"MANHATTAN","110","THOMPSON STREET","A2","OT","ISSUED","04/02/2023","01/31/2024",2020-08-25,40.725688,-74.001941
"2056",3065351,"BROOKLYN","123","MESEROLE AVENUE","DM","EQ","ISSUED","04/03/2023","04/02/2024",2023-04-03,40.727264,-73.952217
"2057",3065351,"BROOKLYN","123","MESEROLE AVENUE","DM","","ISSUED","04/03/2023","06/28/2023",2023-04-12,40.727264,-73.952217
"2058",3049020,"BROOKLYN","195","SANFORD STREET","A2","OT","ISSUED","04/03/2023","04/02/2024",2022-08-05,40.693018,-73.953034
"2059",3114934,"BROOKLYN","190","MAPLE STREET","A2","OT","ISSUED","04/03/2023","06/12/2023",2023-04-03,40.660567,-73.954712
"2060",3320627,"BROOKLYN","501","SURF AVE","A1","","ISSUED","04/03/2023","04/01/2024",2020-10-26,40.574897,-73.973978
"2061",3320627,"BROOKLYN","501","SURF AVENUE","A3","OT","ISSUED","04/03/2023","04/01/2024",2020-06-09,40.574897,-73.973978
"2062",2007695,"BRONX","2017","GRAND CONCOURSE","DM","","ISSUED","06/20/2023","05/01/2024",2023-06-22,40.851757,-73.904168
"2063",1030727,"MANHATTAN","2130","BROADWAY","A2","OT","ISSUED","04/03/2023","04/01/2024",2020-05-19,40.780737,-73.981379
"2064",3330085,"BROOKLYN","71","QUAY STREET","DM","EQ","ISSUED","03/19/2024","03/19/2025",2024-03-19,40.726221,-73.958369
"2065",2129656,"BRONX","4720","THIRD AVENUE","NB","","ISSUED","03/22/2023","04/02/2024",2022-07-01,40.859417,-73.891128
"2066",2097312,"BRONX","2850","GOULDEN AVENUE","A2","MH","ISSUED","04/04/2023","04/01/2024",2022-12-13,40.872898,-73.896175
"2067",3329212,"BROOKLYN","1945","MC DONALD AVENUE","A2","PL","ISSUED","04/04/2023","04/03/2024",2023-04-04,40.605169,-73.972313
"2068",3079253,"BROOKLYN","162","COVERT ST","NB","","ISSUED","04/04/2023","03/19/2024",2023-04-19,40.689421,-73.909233
"2069",3115866,"BROOKLYN","601","PARKSIDE AVENUE","A2","OT","ISSUED","04/04/2023","05/13/2023",2021-09-08,40.656046,-73.953742
"2070",3117838,"BROOKLYN","2801","TILDEN AVENUE","NB","","ISSUED","04/04/2023","04/01/2024",2021-06-24,40.646825,-73.950919
"2071",3117838,"BROOKLYN","2801","TILDEN AVENUE","NB","","ISSUED","04/04/2023","04/01/2024",2021-06-24,40.646825,-73.950919
"2072",3117838,"BROOKLYN","2801","TILDEN AVENUE","NB","","ISSUED","04/04/2023","04/01/2024",2021-06-24,40.646825,-73.950919
"2073",4197869,"QUEENS","107-10","97TH AVE","A2","OT","ISSUED","04/04/2023","10/01/2023",2023-04-04,40.688727,-73.83703
"2074",3007920,"BROOKLYN","142","2ND STREET","DM","EQ","ISSUED","04/04/2023","04/03/2024",2023-04-04,40.677217,-73.990699
"2075",2001449,"BRONX","450","EAST 158TH STREET","DM","","ISSUED","04/05/2023","02/24/2024",2023-01-27,40.821712,-73.912933
"2076",2081825,"BRONX","127","HORTON STREET","A2","OT","ISSUED","04/05/2023","10/01/2023",2023-04-05,40.839444,-73.783998
"2077",2001874,"BRONX","333","E 151ST STREET","A2","PL","ISSUED","12/21/2023","12/20/2024",2022-01-05,40.818232,-73.919867
"2078",1005641,"MANHATTAN","327","BROOME STREET","DM","","ISSUED","04/05/2023","02/20/2024",2023-04-05,40.719207,-73.993835
"2079",1083025,"MANHATTAN","125","WEST END AVENUE","A1","","ISSUED","04/05/2023","04/20/2024",2021-02-02,40.775674,-73.987504
